Student_ID,Age,Gender,Vocational_Program,Academic_Performance,Certifications_Count,Internship_Experience,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Job_ID,Job_Title,Required_Skill_1,Required_Skill_2,Required_Skill_3,Required_Skill_4,Required_Skill_5,Min_Experience_Months,Location,Job_Match
S1440,24,Female,Welder,59.91,3,4,8,2,6,4,8,J075,IT Support Technician,1,10,8,0,9,4,Kolkata,0
S1441,27,Female,IT Technician,51.45,0,8,1,2,9,4,4,J242,IT Support Technician,2,9,10,6,0,5,Bangalore,0
S1442,18,Female,Mechanic,54.07,5,5,9,6,7,7,0,J114,Woodwork Assistant,1,5,8,8,7,4,Bangalore,0
S1443,27,Female,Electrician,79.14,4,9,0,2,0,0,9,J167,IT Support Technician,2,1,0,10,10,7,Pune,0
S1444,22,Female,Welder,57.99,1,9,7,0,8,1,8,J106,Welding Operator,8,4,2,9,9,4,Kolkata,0
S1445,29,Female,IT Technician,64.85,5,9,6,8,2,0,0,J151,IT Support Technician,10,4,10,2,8,7,Delhi,0
S1446,27,Female,IT Technician,70.07,4,3,10,9,5,6,8,J084,Woodwork Assistant,0,0,2,5,10,9,Kolkata,0
S1447,19,Female,Mechanic,79.02,4,12,5,4,1,1,7,J212,Electrical Technician,1,0,7,10,9,9,Kolkata,0
S1448,29,Female,Carpenter,54.53,3,0,0,7,10,9,10,J267,IT Support Technician,8,9,0,2,4,2,Pune,0
S1449,23,Female,Carpenter,66.25,1,0,6,6,4,2,6,J269,Woodwork Assistant,6,9,3,5,0,4,Mumbai,0
S1450,28,Female,IT Technician,69.4,1,9,6,6,10,1,2,J177,Electrical Technician,3,7,4,7,0,3,Pune,1
S1451,18,Female,Electrician,71.63,5,4,2,3,8,9,0,J271,IT Support Technician,9,8,3,8,7,12,Chennai,0
S1452,20,Female,Welder,82.73,4,12,6,6,10,3,10,J182,IT Support Technician,7,1,2,9,8,10,Delhi,1
S1453,22,Female,IT Technician,56.87,1,2,0,2,4,1,6,J159,Woodwork Assistant,2,7,4,6,3,5,Chennai,0
S1454,21,Male,Plumber,82.31,1,4,9,9,6,9,4,J189,Automobile Mechanic,7,3,4,0,9,2,Mumbai,1
S1455,20,Female,Welder,77.72,5,4,9,5,0,3,3,J186,Automobile Mechanic,7,6,10,4,5,11,Chennai,0
S1456,27,Male,Carpenter,72.23,3,0,10,7,1,0,6,J246,Plumbing Assistant,0,7,8,10,4,9,Kolkata,0
S1457,22,Female,IT Technician,77.98,2,7,5,4,7,10,1,J042,Automobile Mechanic,9,6,9,3,5,3,Bangalore,0
S1458,28,Female,Mechanic,66.48,0,4,1,8,0,5,2,J285,Welding Operator,1,3,4,8,8,10,Delhi,0
S1459,25,Male,Plumber,55.54,2,4,4,7,6,3,7,J300,Plumbing Assistant,7,3,5,6,0,3,Delhi,1
S1460,28,Female,IT Technician,76.63,1,8,10,10,9,10,1,J294,Automobile Mechanic,0,3,2,9,3,4,Kolkata,1
S1461,21,Male,Electrician,70.99,4,7,6,4,10,5,2,J181,Electrical Technician,8,1,3,6,1,10,Pune,0
S1462,18,Male,Plumber,75.57,0,12,10,9,6,6,1,J182,Woodwork Assistant,7,9,3,8,0,5,Chennai,1
S1463,28,Male,IT Technician,63.52,0,0,0,9,1,7,10,J218,Automobile Mechanic,6,0,10,9,10,1,Delhi,0
S1464,24,Female,Electrician,86.27,4,2,9,2,10,3,7,J163,Electrical Technician,8,9,9,0,2,9,Pune,0
S1465,25,Female,Plumber,73.49,0,11,2,5,1,2,0,J046,Plumbing Assistant,6,0,4,5,2,11,Mumbai,0
S1466,20,Female,Electrician,53.42,4,6,8,3,5,6,1,J092,Woodwork Assistant,5,3,5,5,3,7,Mumbai,0
S1467,23,Male,Electrician,67.99,0,0,7,8,9,10,1,J105,Automobile Mechanic,0,2,10,9,6,3,Chennai,0
S1468,19,Male,Plumber,80.25,5,0,4,1,10,4,6,J207,Plumbing Assistant,1,3,5,4,5,6,Mumbai,0
S1469,24,Female,Plumber,81.77,5,4,5,3,1,6,9,J139,Automobile Mechanic,4,8,10,1,3,6,Bangalore,0
S1470,25,Female,Electrician,69.78,2,8,8,0,2,6,8,J029,Plumbing Assistant,0,6,0,5,9,11,Kolkata,0
S1471,23,Female,Carpenter,85.79,0,5,4,6,9,6,3,J251,Automobile Mechanic,9,8,1,0,10,12,Delhi,0
S1472,23,Female,Plumber,60.71,3,9,4,1,7,0,1,J191,Electrical Technician,10,10,9,2,5,9,Pune,0
S1473,22,Female,IT Technician,66.42,4,1,2,6,5,6,10,J047,Welding Operator,6,10,7,3,7,10,Kolkata,0
S1474,25,Male,Welder,85.94,0,10,4,3,6,2,9,J251,Electrical Technician,6,10,7,4,9,10,Chennai,0
S1475,18,Male,Mechanic,85.85,5,8,6,1,7,5,2,J263,Woodwork Assistant,6,3,0,2,9,1,Kolkata,1
S1476,27,Male,Electrician,77.43,5,5,2,4,2,5,1,J064,Automobile Mechanic,8,10,3,4,2,6,Delhi,0
S1477,21,Female,Electrician,84.36,4,4,7,10,10,8,6,J268,Welding Operator,10,5,3,4,10,11,Pune,0
S1478,21,Male,Mechanic,53.55,3,4,2,10,9,3,9,J012,Welding Operator,6,6,8,1,3,0,Delhi,1
S1479,20,Male,Carpenter,84.6,0,11,1,8,4,1,9,J292,Woodwork Assistant,7,3,2,9,5,11,Chennai,1
S1480,20,Male,Mechanic,62.82,0,2,5,6,1,0,6,J029,Woodwork Assistant,2,1,8,2,0,1,Delhi,1
S1481,21,Male,Plumber,57.13,3,5,0,2,3,1,6,J139,Welding Operator,8,4,6,1,0,4,Mumbai,0
S1482,28,Male,Mechanic,59.57,3,12,4,0,7,9,6,J085,Woodwork Assistant,5,4,9,5,1,7,Pune,0
S1483,18,Female,Electrician,66.72,3,3,3,1,6,10,1,J074,Woodwork Assistant,6,0,10,7,6,11,Pune,0
S1484,28,Male,Mechanic,60.05,5,12,5,0,6,6,3,J251,Automobile Mechanic,6,5,9,4,8,6,Kolkata,0
S1485,28,Female,Welder,62.82,4,11,3,9,4,1,8,J224,Electrical Technician,2,8,4,7,10,2,Bangalore,1
S1486,19,Female,IT Technician,55.4,3,9,9,3,10,8,2,J047,IT Support Technician,2,6,9,3,4,12,Bangalore,0
S1487,26,Female,Plumber,61.85,4,1,8,0,6,3,6,J081,Plumbing Assistant,3,8,6,5,5,9,Bangalore,0
S1488,27,Female,Mechanic,72.89,2,12,9,5,3,3,7,J121,Welding Operator,10,9,6,4,9,8,Chennai,0
S1489,19,Female,Electrician,67.67,0,2,6,3,10,5,5,J043,Plumbing Assistant,2,10,10,2,6,11,Bangalore,0
S1490,22,Male,IT Technician,63.87,0,8,0,1,3,5,5,J146,Welding Operator,10,9,0,3,9,12,Pune,0
S1491,26,Male,Plumber,79.86,1,10,0,7,1,4,3,J074,Welding Operator,7,3,0,4,0,4,Pune,1
S1492,26,Female,Electrician,85.74,2,10,4,4,9,7,9,J053,Electrical Technician,8,7,6,4,3,2,Kolkata,1
S1493,25,Female,Carpenter,80.27,3,8,6,8,10,0,5,J233,Welding Operator,6,2,7,4,4,6,Delhi,1
S1494,18,Female,Welder,63.28,3,5,5,1,10,7,5,J295,Welding Operator,0,9,10,7,6,3,Mumbai,1
S1495,18,Male,Carpenter,79.78,5,9,10,9,8,9,4,J200,Electrical Technician,0,3,3,8,9,0,Bangalore,1
S1496,26,Female,Welder,56.08,2,9,6,5,10,4,5,J162,Woodwork Assistant,1,3,9,2,9,4,Bangalore,1
S1497,28,Male,Mechanic,55.21,3,8,3,2,0,0,5,J037,IT Support Technician,4,6,4,4,3,10,Bangalore,0
S1498,25,Female,Plumber,63.83,1,3,8,7,1,8,7,J097,Plumbing Assistant,8,5,9,5,10,7,Mumbai,0
S1499,27,Male,Mechanic,82.31,4,10,8,3,8,1,0,J049,Welding Operator,5,5,0,10,5,11,Kolkata,0
S1500,26,Female,Welder,59.85,0,4,8,9,7,6,7,J010,Electrical Technician,3,1,5,0,0,3,Bangalore,1
S1501,24,Male,Welder,52.53,2,9,0,8,9,10,8,J040,Welding Operator,4,5,1,9,7,6,Delhi,1
S1502,20,Female,Welder,55.27,0,5,10,8,5,3,1,J153,Electrical Technician,3,3,9,4,9,7,Chennai,0
S1503,20,Male,IT Technician,84.35,4,12,10,3,6,0,8,J106,Plumbing Assistant,3,10,4,9,2,8,Mumbai,1
S1504,19,Male,Electrician,75.35,2,8,2,3,4,2,3,J041,Automobile Mechanic,7,5,7,4,6,10,Kolkata,0
S1505,22,Male,Plumber,60.13,4,12,4,0,8,9,9,J164,Woodwork Assistant,9,6,5,9,3,8,Pune,1
S1506,29,Male,Mechanic,72.21,3,4,3,8,3,0,4,J258,Automobile Mechanic,5,8,10,3,5,4,Delhi,0
S1507,29,Male,Mechanic,71.1,3,7,8,2,4,2,2,J211,Electrical Technician,5,2,3,2,2,5,Mumbai,1
S1508,20,Male,Carpenter,76.22,3,10,0,1,1,8,6,J202,Welding Operator,9,3,3,5,3,6,Pune,0
S1509,23,Male,Welder,59.33,4,0,7,1,8,2,9,J195,Woodwork Assistant,5,1,3,1,7,9,Mumbai,0
S1510,19,Female,Welder,84.58,4,4,1,0,8,7,10,J053,Plumbing Assistant,8,6,5,7,3,1,Chennai,1
S1511,29,Female,Welder,62.37,4,9,3,6,2,2,3,J147,IT Support Technician,9,10,1,3,4,8,Chennai,0
S1512,20,Female,Mechanic,77.77,0,0,1,9,3,9,2,J282,Woodwork Assistant,8,4,8,8,7,0,Pune,0
S1513,22,Female,Carpenter,50.64,4,9,7,10,1,10,8,J243,Welding Operator,4,1,4,10,0,5,Pune,1
S1514,29,Female,Electrician,64.91,3,5,2,3,9,9,2,J051,Automobile Mechanic,7,1,6,10,1,5,Kolkata,1
S1515,28,Male,IT Technician,64.07,1,6,2,7,7,5,3,J114,Electrical Technician,10,4,9,6,5,6,Bangalore,0
S1516,28,Male,Plumber,71.74,4,11,0,3,7,5,1,J273,Automobile Mechanic,4,5,1,9,0,1,Pune,0
S1517,18,Male,Electrician,52.91,1,4,2,6,10,10,3,J120,Woodwork Assistant,0,7,2,10,2,12,Chennai,0
S1518,18,Male,Mechanic,81.61,3,0,3,4,7,6,8,J189,IT Support Technician,8,5,3,3,6,5,Kolkata,0
S1519,27,Male,IT Technician,58.71,4,5,4,0,3,5,5,J046,Welding Operator,5,1,8,1,7,5,Mumbai,0
S1520,26,Female,IT Technician,77.08,0,9,8,9,4,4,5,J243,Electrical Technician,3,9,0,0,8,8,Bangalore,1
S1521,24,Female,IT Technician,82.13,0,4,10,5,2,5,7,J050,Welding Operator,3,0,2,2,6,7,Delhi,0
S1522,18,Female,Welder,72.48,1,5,5,10,4,2,0,J011,Welding Operator,5,7,6,0,2,4,Mumbai,1
S1523,29,Female,Plumber,79.64,5,10,4,5,5,5,2,J048,IT Support Technician,8,3,10,10,2,6,Kolkata,0
S1524,25,Male,Mechanic,76.47,0,9,3,2,1,7,6,J056,Woodwork Assistant,4,7,0,1,6,6,Delhi,1
S1525,20,Male,Mechanic,64.22,0,6,10,7,5,10,6,J008,Automobile Mechanic,0,10,4,9,7,4,Mumbai,1
S1526,25,Male,IT Technician,82.35,0,6,0,9,4,3,9,J014,Welding Operator,5,2,6,2,4,6,Chennai,1
S1527,22,Female,Mechanic,61.79,3,1,2,1,8,7,9,J215,Welding Operator,6,1,9,3,1,2,Kolkata,0
S1528,18,Male,Plumber,72.85,0,11,1,5,2,2,4,J245,Welding Operator,6,2,8,10,5,6,Delhi,0
S1529,24,Female,Plumber,79.82,2,2,6,6,10,9,0,J054,Electrical Technician,0,9,7,6,0,12,Pune,0
S1530,22,Male,Carpenter,65.16,4,11,10,6,6,5,5,J273,Welding Operator,2,2,2,6,5,5,Chennai,1
S1531,23,Male,Carpenter,62.11,0,5,1,2,2,2,1,J131,Welding Operator,10,1,4,5,1,11,Pune,0
S1532,23,Female,Electrician,68.37,5,2,8,5,1,2,9,J009,Woodwork Assistant,0,3,3,3,0,5,Pune,0
S1533,25,Male,Plumber,82.72,5,1,5,3,6,5,5,J212,Welding Operator,2,6,3,1,7,1,Delhi,1
S1534,26,Male,Plumber,87.2,0,3,2,10,7,8,5,J122,IT Support Technician,10,0,8,4,1,1,Bangalore,1
S1535,19,Female,Plumber,71.8,0,4,1,0,2,2,7,J114,IT Support Technician,3,2,6,5,10,6,Bangalore,0
S1536,26,Male,Carpenter,76.46,2,10,4,0,10,3,6,J020,Welding Operator,10,8,3,2,6,0,Kolkata,1
S1537,29,Female,IT Technician,86.13,0,9,4,9,5,9,3,J021,IT Support Technician,5,4,9,6,4,8,Delhi,0
S1538,28,Male,IT Technician,53.94,0,8,1,8,1,1,1,J208,Woodwork Assistant,8,3,0,9,4,2,Bangalore,0
S1539,27,Male,Mechanic,59.28,4,2,0,2,5,6,0,J033,Electrical Technician,0,0,0,0,7,5,Mumbai,0
S1540,26,Male,IT Technician,78.36,5,2,4,4,0,3,9,J133,IT Support Technician,1,8,6,10,2,2,Mumbai,0
S1541,27,Male,Welder,82.95,2,5,0,0,6,6,2,J191,IT Support Technician,8,3,6,2,4,11,Bangalore,0
S1542,27,Male,Carpenter,84.28,5,4,6,2,1,9,3,J026,Automobile Mechanic,3,5,8,4,0,8,Pune,0
S1543,24,Male,Plumber,66.6,2,5,9,2,6,0,5,J089,Woodwork Assistant,4,4,8,7,4,9,Pune,0
S1544,18,Male,IT Technician,53.57,5,6,1,7,4,2,9,J092,IT Support Technician,4,1,8,10,3,11,Bangalore,0
S1545,24,Male,Carpenter,67.51,0,10,6,10,1,4,10,J033,Electrical Technician,6,9,5,4,10,6,Kolkata,1
S1546,27,Female,IT Technician,59.23,5,2,7,10,0,0,2,J238,Automobile Mechanic,10,4,6,1,8,0,Pune,0
S1547,22,Female,Electrician,61.65,5,12,2,6,5,6,3,J018,Welding Operator,1,8,10,3,9,3,Kolkata,0
S1548,23,Male,Plumber,80.89,2,4,10,1,1,9,0,J274,Woodwork Assistant,10,9,5,0,4,4,Mumbai,0
S1549,27,Male,Electrician,53.02,1,7,8,6,9,2,1,J289,IT Support Technician,5,8,8,8,2,6,Chennai,0
S1550,24,Female,Plumber,83.1,2,3,2,6,4,2,8,J027,Welding Operator,3,7,7,1,7,6,Delhi,0
S1551,22,Male,Carpenter,67.11,2,9,1,6,9,5,5,J108,Woodwork Assistant,6,8,4,1,4,4,Chennai,1
S1552,24,Male,Mechanic,73.84,2,1,6,5,1,10,4,J226,Automobile Mechanic,1,4,8,6,6,11,Kolkata,0
S1553,26,Female,IT Technician,53.59,3,3,2,8,7,9,10,J019,IT Support Technician,0,8,5,6,1,0,Pune,1
S1554,20,Male,IT Technician,63.49,3,1,1,0,3,3,9,J223,Electrical Technician,0,10,3,8,8,4,Chennai,0
S1555,25,Male,Welder,53.59,3,2,10,1,6,2,6,J281,Woodwork Assistant,10,2,0,1,8,4,Kolkata,0
S1556,19,Female,Electrician,88.46,2,3,6,0,5,3,10,J104,Electrical Technician,8,0,8,0,9,3,Chennai,1
S1557,28,Male,IT Technician,82.29,1,3,7,7,2,3,0,J289,Welding Operator,3,4,7,4,4,12,Mumbai,0
S1558,24,Male,Carpenter,68.39,2,9,9,1,6,10,6,J037,Welding Operator,3,8,7,8,6,5,Kolkata,1
S1559,19,Female,Mechanic,58.94,0,8,8,9,8,8,5,J244,Automobile Mechanic,6,4,9,0,5,7,Mumbai,1
S1560,21,Male,Carpenter,87.34,1,9,7,8,6,3,3,J043,Automobile Mechanic,9,5,9,3,1,9,Chennai,1
S1561,24,Female,Electrician,63.78,3,5,5,10,3,10,6,J126,Plumbing Assistant,0,2,10,8,0,4,Bangalore,1
S1562,20,Male,Welder,56.44,5,8,7,7,7,1,9,J009,Plumbing Assistant,4,9,5,8,0,7,Bangalore,1
S1563,19,Male,IT Technician,72.53,5,3,1,1,1,3,4,J014,Automobile Mechanic,4,0,1,1,10,11,Delhi,0
S1564,28,Female,Carpenter,87.75,4,8,3,4,3,6,9,J131,IT Support Technician,4,9,3,5,4,4,Bangalore,1
S1565,27,Female,Plumber,50.15,1,10,0,0,1,0,9,J184,Welding Operator,1,8,9,7,8,12,Delhi,0
S1566,24,Male,Mechanic,59.52,3,12,9,10,2,5,9,J282,Electrical Technician,10,5,4,4,1,2,Chennai,1
S1567,18,Female,Carpenter,87.54,1,8,10,5,0,5,4,J053,Automobile Mechanic,10,3,1,1,7,7,Delhi,1
S1568,25,Female,Mechanic,56.84,1,5,6,5,6,1,0,J041,IT Support Technician,3,3,6,3,8,11,Delhi,0
S1569,20,Male,IT Technician,54.53,5,4,6,8,1,6,2,J021,Electrical Technician,8,2,5,6,2,3,Delhi,1
S1570,29,Male,Plumber,72.81,2,2,5,2,9,10,10,J295,Plumbing Assistant,3,0,10,8,6,2,Mumbai,1
S1571,29,Male,Welder,84.47,0,4,10,4,1,7,7,J208,Electrical Technician,9,6,8,5,7,2,Delhi,1
S1572,19,Female,Welder,69.08,4,2,6,5,0,7,0,J151,Automobile Mechanic,4,7,9,0,2,5,Pune,0
S1573,20,Female,Plumber,89.78,3,4,7,10,1,7,9,J069,Welding Operator,3,10,8,7,7,7,Kolkata,0
S1574,22,Female,Mechanic,77.17,1,4,3,6,4,7,5,J027,Automobile Mechanic,1,6,2,5,3,9,Chennai,0
S1575,28,Female,IT Technician,52.96,4,1,4,0,2,9,8,J116,Woodwork Assistant,5,3,2,1,3,4,Mumbai,0
S1576,25,Male,Carpenter,89.71,1,8,8,4,2,5,4,J142,IT Support Technician,9,1,6,0,10,0,Kolkata,0
S1577,27,Female,Plumber,66.32,5,6,0,1,4,8,3,J041,IT Support Technician,0,4,6,0,3,0,Chennai,1
S1578,24,Male,Electrician,61.5,0,5,8,2,0,5,9,J106,IT Support Technician,4,1,6,3,7,2,Mumbai,1
S1579,24,Female,Mechanic,72.32,5,4,6,3,9,4,3,J074,Woodwork Assistant,0,9,0,0,3,11,Chennai,0
S1580,29,Male,Welder,62.17,4,3,2,0,5,9,4,J060,Woodwork Assistant,0,4,5,6,7,11,Bangalore,0
S1581,24,Male,Plumber,53.46,3,7,10,0,4,5,9,J298,Welding Operator,7,1,3,6,8,5,Chennai,1
S1582,25,Male,Welder,50.06,1,1,4,0,4,9,0,J122,IT Support Technician,8,10,2,6,3,1,Bangalore,0
S1583,18,Female,Mechanic,67.98,0,7,10,2,1,0,3,J203,Automobile Mechanic,8,6,5,8,6,0,Bangalore,0
S1584,21,Male,Welder,83.47,5,0,1,4,9,0,9,J011,Woodwork Assistant,10,7,10,4,3,6,Pune,0
S1585,23,Male,Plumber,72.89,4,9,0,10,9,3,6,J147,Automobile Mechanic,0,7,5,3,2,11,Chennai,0
S1586,26,Female,Mechanic,89.97,5,0,1,1,0,4,5,J216,Plumbing Assistant,4,3,10,10,6,1,Bangalore,0
S1587,19,Male,Electrician,61.47,1,2,5,1,6,5,7,J014,IT Support Technician,5,2,9,10,0,7,Pune,0
S1588,18,Female,Plumber,61.22,1,4,5,8,9,1,6,J067,Woodwork Assistant,6,4,0,0,5,1,Mumbai,1
S1589,27,Female,Carpenter,56.39,3,5,4,0,2,3,1,J180,Woodwork Assistant,3,7,1,3,7,10,Bangalore,0
S1590,29,Male,IT Technician,56.56,0,3,6,0,2,8,10,J242,Welding Operator,7,4,2,3,2,0,Delhi,1
S1591,19,Male,Plumber,61.41,2,6,1,4,3,2,4,J160,Automobile Mechanic,10,1,3,8,5,9,Mumbai,0
S1592,24,Female,Mechanic,81.71,5,6,5,0,1,0,2,J010,Welding Operator,3,0,6,1,5,1,Pune,0
S1593,20,Male,IT Technician,86.23,1,1,7,7,3,5,8,J124,Welding Operator,9,0,6,3,10,1,Mumbai,0
S1594,27,Female,Plumber,89.0,4,1,6,1,10,1,2,J273,Automobile Mechanic,2,9,6,2,7,6,Mumbai,0
S1595,19,Female,Electrician,59.29,5,1,7,9,8,2,8,J241,Plumbing Assistant,10,3,2,6,6,0,Delhi,1
S1596,28,Female,Electrician,85.25,3,1,9,7,4,10,9,J143,Automobile Mechanic,8,9,6,5,2,2,Delhi,0
S1597,24,Male,Carpenter,63.13,3,12,2,10,6,8,5,J167,Plumbing Assistant,3,7,5,8,7,4,Delhi,1
S1598,19,Female,Welder,54.51,1,8,2,4,6,7,3,J057,Welding Operator,7,10,9,9,6,11,Delhi,0
S1599,20,Male,IT Technician,84.8,1,4,1,9,1,2,7,J138,Plumbing Assistant,9,10,0,4,6,6,Pune,0
S1600,28,Male,Mechanic,75.44,1,10,0,6,5,1,8,J017,IT Support Technician,9,8,3,7,0,5,Delhi,0
S1601,24,Male,Mechanic,56.59,2,7,4,1,2,6,6,J273,Plumbing Assistant,3,3,1,10,10,7,Pune,0
S1602,21,Male,Welder,67.19,1,4,9,0,9,10,10,J003,Plumbing Assistant,2,2,8,6,1,0,Pune,1
S1603,18,Female,Electrician,61.49,5,12,3,5,7,2,2,J243,Woodwork Assistant,8,7,5,5,1,6,Kolkata,0
S1604,22,Male,Electrician,79.47,5,10,7,7,7,0,7,J108,Woodwork Assistant,2,5,2,10,10,8,Kolkata,1
S1605,29,Female,Plumber,68.14,0,4,7,1,8,6,7,J051,Welding Operator,6,4,3,7,10,6,Delhi,0
S1606,26,Female,Carpenter,89.57,4,0,1,3,6,5,6,J174,Automobile Mechanic,10,1,2,9,3,5,Pune,0
S1607,25,Male,IT Technician,52.19,1,5,0,7,6,3,0,J116,Plumbing Assistant,9,5,4,4,6,8,Mumbai,0
S1608,29,Female,Carpenter,64.2,5,3,7,9,6,7,9,J183,IT Support Technician,7,5,2,3,0,12,Bangalore,0
S1609,26,Female,Carpenter,69.28,5,2,0,4,8,4,9,J154,Woodwork Assistant,10,4,9,7,2,3,Bangalore,0
S1610,27,Male,Plumber,70.13,5,5,2,8,8,3,3,J247,Automobile Mechanic,9,3,3,5,8,11,Kolkata,0
S1611,26,Female,Carpenter,62.64,2,1,10,7,6,10,4,J076,IT Support Technician,9,2,3,5,5,9,Delhi,0
S1612,24,Female,Welder,79.17,4,7,5,2,5,7,9,J244,Plumbing Assistant,6,0,8,1,3,5,Chennai,1
S1613,21,Female,Plumber,84.99,3,0,10,8,2,7,2,J081,Automobile Mechanic,2,2,10,4,6,5,Bangalore,0
S1614,22,Female,Welder,87.55,5,11,1,4,3,4,5,J229,IT Support Technician,6,6,2,8,5,9,Pune,0
S1615,18,Male,Plumber,82.2,1,8,2,0,3,5,1,J072,Electrical Technician,10,10,9,10,7,2,Pune,0
S1616,18,Female,Carpenter,84.02,5,7,1,0,8,2,1,J218,IT Support Technician,0,3,6,8,2,6,Bangalore,0
S1617,20,Female,Welder,72.02,4,0,3,5,0,8,8,J243,IT Support Technician,10,5,7,10,2,0,Mumbai,0
S1618,25,Female,Welder,83.04,3,9,7,5,3,1,7,J078,Plumbing Assistant,5,8,8,5,4,10,Bangalore,0
S1619,19,Female,Welder,62.14,2,11,6,3,2,5,0,J158,Automobile Mechanic,0,2,2,3,4,7,Kolkata,1
S1620,21,Male,Plumber,65.94,0,8,1,6,10,2,0,J048,Plumbing Assistant,10,7,10,8,6,7,Delhi,0
S1621,19,Female,Mechanic,62.68,1,1,1,9,9,8,6,J298,Plumbing Assistant,9,5,2,8,9,7,Delhi,0
S1622,22,Male,Carpenter,68.7,0,2,6,9,7,7,8,J024,Electrical Technician,0,8,2,8,9,8,Pune,0
S1623,26,Female,Welder,61.42,2,1,1,7,7,4,4,J110,IT Support Technician,0,7,5,8,3,3,Bangalore,0
S1624,18,Male,IT Technician,88.46,4,12,3,4,1,1,4,J052,Automobile Mechanic,4,5,8,5,8,5,Chennai,0
S1625,22,Male,Mechanic,62.51,4,7,10,2,0,8,1,J290,Welding Operator,1,3,2,3,0,10,Kolkata,0
S1626,26,Male,IT Technician,53.92,2,1,9,1,3,1,6,J259,Woodwork Assistant,1,3,9,3,4,11,Pune,0
S1627,18,Male,Carpenter,71.07,5,9,9,0,10,1,10,J139,Plumbing Assistant,8,0,7,2,8,6,Bangalore,1
S1628,26,Male,Carpenter,52.28,2,1,4,1,8,3,8,J275,Plumbing Assistant,10,7,7,8,3,1,Kolkata,0
S1629,25,Female,Welder,54.42,1,0,10,0,0,0,3,J044,Plumbing Assistant,4,6,1,6,2,5,Chennai,0
S1630,21,Female,Welder,58.78,3,6,8,7,6,0,2,J259,Plumbing Assistant,5,5,5,9,1,7,Pune,0
S1631,29,Female,Plumber,68.57,0,11,8,8,4,5,10,J113,Woodwork Assistant,8,7,6,10,8,3,Kolkata,1
S1632,28,Male,Mechanic,67.33,0,1,5,9,3,0,4,J227,Welding Operator,3,1,3,9,10,4,Pune,0
S1633,27,Female,Mechanic,81.99,4,9,0,0,10,4,4,J065,Electrical Technician,2,1,1,7,4,7,Kolkata,0
S1634,22,Male,Welder,79.58,5,4,6,1,5,1,9,J163,Welding Operator,5,7,6,6,6,2,Kolkata,0
S1635,22,Male,Carpenter,67.05,4,4,4,3,10,9,4,J164,Woodwork Assistant,10,10,6,7,0,5,Pune,0
S1636,28,Female,Welder,63.35,1,2,1,7,7,5,2,J166,Automobile Mechanic,2,0,7,1,6,0,Delhi,1
S1637,29,Female,Carpenter,62.66,2,2,3,0,8,9,4,J039,Electrical Technician,5,10,0,5,8,3,Chennai,0
S1638,23,Male,Carpenter,80.96,0,12,7,2,3,3,7,J153,Electrical Technician,2,6,3,0,6,5,Pune,1
S1639,24,Male,Welder,52.08,1,11,8,2,6,8,1,J269,Automobile Mechanic,0,10,3,8,4,2,Delhi,1
S1640,25,Female,Electrician,50.51,4,2,3,2,7,3,8,J075,IT Support Technician,6,6,2,10,7,0,Mumbai,0
S1641,25,Female,Mechanic,81.82,4,5,0,0,3,2,2,J257,Plumbing Assistant,0,3,9,3,1,5,Bangalore,0
S1642,28,Female,IT Technician,69.09,0,3,9,1,9,9,1,J200,Woodwork Assistant,5,0,2,8,9,2,Pune,1
S1643,19,Female,Carpenter,55.24,4,12,7,0,7,9,2,J098,Automobile Mechanic,5,1,8,1,6,7,Delhi,0
S1644,26,Male,Carpenter,59.42,5,2,1,8,4,4,5,J104,Welding Operator,0,4,6,2,3,6,Pune,0
S1645,24,Female,Electrician,87.3,4,1,3,6,6,10,8,J164,Welding Operator,4,2,5,2,7,10,Pune,0
S1646,21,Female,IT Technician,84.38,3,12,5,0,8,9,8,J113,IT Support Technician,6,0,1,3,4,6,Pune,1
S1647,21,Female,Plumber,78.39,2,2,4,6,0,3,9,J103,Automobile Mechanic,10,9,10,3,3,12,Kolkata,0
S1648,28,Male,Electrician,69.29,4,3,3,4,5,3,5,J037,Woodwork Assistant,8,3,3,3,1,11,Mumbai,0
S1649,25,Male,IT Technician,70.81,3,5,9,6,2,8,7,J106,IT Support Technician,7,3,4,7,3,7,Chennai,0
S1650,21,Male,Electrician,89.01,1,3,0,1,1,9,8,J187,IT Support Technician,4,4,5,6,2,6,Chennai,0
S1651,23,Male,Carpenter,88.63,4,7,8,8,0,6,10,J021,IT Support Technician,9,10,2,8,0,4,Pune,0
S1652,22,Female,Mechanic,58.61,5,2,2,10,8,7,2,J148,Electrical Technician,9,7,9,2,4,9,Delhi,0
S1653,20,Male,Electrician,82.44,1,11,0,8,9,0,2,J129,Electrical Technician,2,9,0,9,4,7,Pune,0
S1654,27,Female,Plumber,57.89,4,2,5,5,10,9,3,J187,Plumbing Assistant,7,4,3,8,0,7,Kolkata,0
S1655,28,Female,Welder,58.54,0,2,1,9,5,9,4,J284,Woodwork Assistant,4,0,5,9,8,10,Kolkata,0
S1656,19,Female,IT Technician,77.04,3,7,5,6,10,8,6,J199,Welding Operator,10,1,3,7,2,7,Pune,1
S1657,26,Female,Electrician,66.2,3,3,3,9,4,5,8,J235,Welding Operator,6,6,1,9,3,11,Chennai,0
